Order ID,Subject Address,Subject GLA,Subject Lot Size,Subject Bedrooms,Subject Bathrooms,Subject Property Type,Subject Stories,Effective Date,Comp Rank,Match Score,Candidate Address,Candidate GLA,Candidate Lot Size,Candidate Bedrooms,Candidate Bathrooms,Candidate Property Type,Candidate Stories,Sale Date,GLA Difference,Lot Size Difference,Bedroom Difference,Bathroom Difference,Same Property Type,Same Storey Type,Recent Sale (90 days),Recent Sale (180 days),Property Match Score,Size Similarity
4752865,N/A,2974.0,6512.219999999999,4.0,2.5,Detached,2 Storey,2025-04-07,3,8.7%,N/A,2445.0,5601.0,4.0,3.5,Detached,2 Storey,2025-03-31,529 (21.6%),911 (16.3%),0.0,1.0,1,1,1,1,1.00,0.16
4755196,N/A,2956.0,3601.0,4.0,3.5,Detached,2 Storey,2025-04-14,1,90.2%,N/A,2500.0,5285.04,4.0,4.0,Detached,2 Storey,2025-01-24,456 (18.2%),1684 (31.9%),0.0,0.5,1,1,1,1,1.00,0.18
4755196,N/A,2956.0,3601.0,4.0,3.5,Detached,2 Storey,2025-04-14,2,71.3%,N/A,2953.0,,4.0,4.0,Detached,2 Storey,2025-03-08,3 (0.1%),nan (nan%),0.0,0.5,1,1,1,1,1.00,0.97
4755196,N/A,2956.0,3601.0,4.0,3.5,Detached,2 Storey,2025-04-14,3,58.0%,N/A,2826.0,3168.0,4.0,4.0,Detached,2 Storey,2025-02-21,130 (4.6%),433 (13.7%),0.0,0.5,1,1,1,1,1.00,0.43
4756192,N/A,1109.0,,2.0,2.0,High Rise Apartment,1 Storey,2025-04-07,1,0.2%,N/A,1187.0,,2.0,2.0,Condominium,,2025-03-18,78 (6.6%),nan (nan%),0.0,0.0,0,1,1,1,nan,0.56
4756192,N/A,1109.0,,2.0,2.0,High Rise Apartment,1 Storey,2025-04-07,2,0.2%,N/A,1063.0,,1.0,1.0,Condominium,,2025-01-27,46 (4.3%),nan (nan%),1.0,1.0,0,1,1,1,nan,0.68
4756192,N/A,1109.0,,2.0,2.0,High Rise Apartment,1 Storey,2025-04-07,3,0.2%,N/A,1086.0,,2.0,2.0,Condominium,,2025-03-21,23 (2.1%),nan (nan%),0.0,0.0,0,1,1,1,nan,0.81
4756320,N/A,1580.0,3552.12,3.0,2.5,Detached,2 Storey,2025-04-04,1,95.8%,N/A,1378.0,2984.2,3.0,2.5,Detached,2 Storey,2025-04-08,202 (14.6%),568 (19.0%),0.0,0.0,1,1,1,1,1.00,0.33
4756320,N/A,1580.0,3552.12,3.0,2.5,Detached,2 Storey,2025-04-04,2,75.3%,N/A,1441.0,4366.1,3.0,2.5,Detached,,2025-02-07,139 (9.6%),814 (18.6%),0.0,0.0,1,1,1,1,nan,0.42
4756320,N/A,1580.0,3552.12,3.0,2.5,Detached,2 Storey,2025-04-04,3,62.4%,N/A,1377.0,5194.2,3.0,2.5,Detached,2 Storey,2025-04-02,203 (14.7%),1642 (31.6%),0.0,0.0,1,1,1,1,1.00,0.33
4756829,N/A,1587.0,1868.0,3.0,3.5,Townhouse,2 Storey,2025-04-08,1,85.7%,N/A,1895.0,1860.0,3.0,3.0,Townhouse,2 Storey,2025-02-10,308 (16.2%),8 (0.4%),0.0,0.5,1,1,1,1,1.00,0.25
4756829,N/A,1587.0,1868.0,3.0,3.5,Townhouse,2 Storey,2025-04-08,2,29.4%,N/A,2150.0,1656.12,4.0,4.0,Townhouse,2 Storey,2025-02-04,563 (26.2%),212 (12.8%),1.0,0.5,1,1,1,1,1.00,0.15
4756829,N/A,1587.0,1868.0,3.0,3.5,Townhouse,2 Storey,2025-04-08,3,15.8%,N/A,2207.0,1860.0,3.0,4.0,Townhouse,3 Storey,2025-01-20,620 (28.1%),8 (0.4%),0.0,0.5,1,0,1,1,0.70,0.14
4757939,N/A,968.76,6738.263999999999,2.0,2.0,Detached,Bungalow,2025-04-07,1,70.8%,N/A,963.0,3788.0,3.0,1.0,Detached,Bungalow,2025-03-25,6 (0.6%),2950 (77.9%),1.0,1.0,1,1,1,1,1.00,0.95
4757939,N/A,968.76,6738.263999999999,2.0,2.0,Detached,Bungalow,2025-04-07,2,62.3%,N/A,1094.0,6210.0,5.0,2.0,Detached,Bungalow,2025-01-07,125 (11.4%),528 (8.5%),3.0,0.0,1,1,1,1,1.00,0.44
4757939,N/A,968.76,6738.263999999999,2.0,2.0,Detached,Bungalow,2025-04-07,3,30.2%,N/A,762.0,2992.0,2.0,2.0,Detached,Bungalow,2025-04-26,207 (27.1%),3746 (125.2%),0.0,0.0,1,1,1,1,1.00,0.33
4757966,N/A,1039.0,,2.0,2.0,Low Rise Apartment,1 Storey,2025-04-07,1,0.2%,N/A,1039.0,,2.0,2.0,Condominium,,2025-03-05,0 (0.0%),nan (nan%),0.0,0.0,0,1,1,1,nan,1.00
4757966,N/A,1039.0,,2.0,2.0,Low Rise Apartment,1 Storey,2025-04-07,2,0.2%,N/A,1039.0,,2.0,2.0,Condominium,,2025-04-10,0 (0.0%),nan (nan%),0.0,0.0,0,1,1,1,nan,1.00
4757966,N/A,1039.0,,2.0,2.0,Low Rise Apartment,1 Storey,2025-04-07,3,0.2%,N/A,954.0,,2.0,2.0,Condominium,,2025-04-04,85 (8.9%),nan (nan%),0.0,0.0,0,1,1,1,nan,0.54
4758025,N/A,2809.404,8191.404,4.0,3.5,Detached,2 Storey,2025-04-16,1,78.7%,N/A,2464.0,8546.0,3.0,3.5,Detached,Bungalow,2025-01-24,345 (14.0%),355 (4.1%),1.0,0.0,1,0,1,1,0.70,0.22
4758025,N/A,2809.404,8191.404,4.0,3.5,Detached,2 Storey,2025-04-16,2,32.6%,N/A,2378.0,4725.0,4.0,2.5,Detached,2 Storey,2025-04-08,431 (18.1%),3466 (73.3%),0.0,1.0,1,1,1,1,1.00,0.19
4758025,N/A,2809.404,8191.404,4.0,3.5,Detached,2 Storey,2025-04-16,3,19.9%,N/A,2284.0,4337.0,4.0,3.5,Detached,2 Storey,2025-04-08,525 (23.0%),3854 (88.9%),0.0,0.0,1,1,1,1,1.00,0.16
4758316,N/A,789.0,,2.0,2.0,Condominium,1 Storey,2025-04-07,1,83.3%,N/A,881.0,,2.0,2.0,Condominium,,2025-02-13,92 (10.4%),nan (nan%),0.0,0.0,1,1,1,1,nan,0.52
4758316,N/A,789.0,,2.0,2.0,Condominium,1 Storey,2025-04-07,2,78.7%,N/A,881.0,,2.0,2.0,Condominium,,2025-02-07,92 (10.4%),nan (nan%),0.0,0.0,1,1,1,1,nan,0.52
4758316,N/A,789.0,,2.0,2.0,Condominium,1 Storey,2025-04-07,3,58.3%,N/A,873.0,,2.0,2.0,Condominium,,2025-02-02,84 (9.6%),nan (nan%),0.0,0.0,1,1,1,1,nan,0.54
4758324,N/A,1094.0,12600.0,3.0,2.0,Detached,1 Storey,2025-04-09,1,90.6%,N/A,1347.0,21357.0,2.0,2.0,Detached,1 Storey,2025-05-09,253 (18.8%),8757 (41.0%),1.0,0.0,1,1,1,1,1.00,0.28
4758324,N/A,1094.0,12600.0,3.0,2.0,Detached,1 Storey,2025-04-09,2,57.8%,N/A,1260.0,80150.0,3.0,1.5,Detached,1 Storey,2025-01-31,166 (13.2%),67550 (84.3%),0.0,0.5,1,1,1,1,1.00,0.38
4758324,N/A,1094.0,12600.0,3.0,2.0,Detached,1 Storey,2025-04-09,3,56.5%,N/A,1257.0,37535.0,3.0,2.0,Detached,Bungalow,2025-03-25,163 (13.0%),24935 (66.4%),0.0,0.0,1,0,1,1,0.70,0.38
4758529,N/A,1176.0,,2.0,2.0,High Rise Apartment,1 Storey,2025-04-08,1,0.1%,N/A,1193.0,1092.0,3.0,0.0,Townhouse,2 Storey,2025-03-05,17 (1.4%),nan (nan%),1.0,2.0,0,0,1,1,0.30,0.85
4758529,N/A,1176.0,,2.0,2.0,High Rise Apartment,1 Storey,2025-04-08,2,0.1%,N/A,1300.0,,4.0,0.0,Condominium,,2025-01-18,124 (9.5%),nan (nan%),2.0,2.0,0,1,1,1,nan,0.45
4758529,N/A,1176.0,,2.0,2.0,High Rise Apartment,1 Storey,2025-04-08,3,0.1%,N/A,850.0,,2.0,0.0,Condominium,1 Storey,2025-04-22,326 (38.3%),nan (nan%),0.0,2.0,0,1,1,1,0.60,0.23
4758615,N/A,1334.0,3253.0,1.0,3.0,Townhouse,Bungalow,2025-04-08,1,48.1%,N/A,1484.0,2071.0,3.0,3.0,Townhouse,2 Storey,2025-02-18,150 (10.1%),1182 (57.0%),2.0,0.0,1,0,1,1,0.70,0.40
4758615,N/A,1334.0,3253.0,1.0,3.0,Townhouse,Bungalow,2025-04-08,2,8.4%,N/A,1561.0,1900.0,3.0,3.0,Townhouse,2 Storey,2025-02-21,227 (14.5%),1353 (71.2%),2.0,0.0,1,0,1,1,0.70,0.31
4758615,N/A,1334.0,3253.0,1.0,3.0,Townhouse,Bungalow,2025-04-08,3,2.7%,N/A,1700.0,3564.0,4.0,0.0,Detached,2 Storey,2025-03-28,366 (21.5%),311 (8.7%),3.0,3.0,0,0,1,1,0.30,0.21
4758672,N/A,2010.0,33661.0,3.0,2.5,Detached,2 Storey,2025-04-09,1,95.2%,N/A,1200.0,35996.0,3.0,3.0,Detached,Split Level,2024-11-08,810 (67.4%),2335 (6.5%),0.0,0.5,1,0,0,1,0.40,0.11
4758672,N/A,2010.0,33661.0,3.0,2.5,Detached,2 Storey,2025-04-09,2,88.5%,N/A,1693.0,28176.0,5.0,2.5,Detached,2 Storey,2025-01-17,317 (18.7%),5485 (19.5%),2.0,0.0,1,1,1,1,1.00,0.24
4758672,N/A,2010.0,33661.0,3.0,2.5,Detached,2 Storey,2025-04-09,3,83.8%,N/A,1890.0,451282.0,3.0,2.0,Detached,Bungalow,2024-12-30,120 (6.3%),417621 (92.5%),0.0,0.5,1,0,0,1,0.40,0.45
4759024,N/A,2647.944,4929.911999999999,5.0,4.0,Detached,2 Storey,2025-04-07,1,72.2%,N/A,2270.0,4370.0,4.0,4.0,Detached,2 Storey,2025-01-20,378 (16.6%),560 (12.8%),1.0,0.0,1,1,1,1,1.00,0.21
4759024,N/A,2647.944,4929.911999999999,5.0,4.0,Detached,2 Storey,2025-04-07,2,69.1%,N/A,2250.0,6534.0,4.0,3.5,Detached,2 Storey,2025-01-29,398 (17.7%),1604 (24.5%),1.0,0.5,1,1,1,1,1.00,0.20
4759024,N/A,2647.944,4929.911999999999,5.0,4.0,Detached,2 Storey,2025-04-07,3,43.7%,N/A,2338.0,3344.0,4.0,3.0,Detached,2 Storey,2025-03-03,310 (13.3%),1586 (47.4%),1.0,1.0,1,1,1,1,1.00,0.24
4759088,N/A,1400.0,37374.0,3.0,2.0,Detached,Bungalow Raised,2025-04-11,1,97.1%,N/A,1026.0,43560.0,3.0,1.5,Detached,Bungalow,2024-11-01,374 (36.4%),6186 (14.2%),0.0,0.5,1,0,0,1,0.40,0.21
4759088,N/A,1400.0,37374.0,3.0,2.0,Detached,Bungalow Raised,2025-04-11,2,95.6%,N/A,1078.0,32400.0,2.0,1.0,Detached,1.5 Storey,2024-12-27,322 (29.8%),4974 (15.4%),1.0,1.0,1,0,0,1,0.40,0.24
4759088,N/A,1400.0,37374.0,3.0,2.0,Detached,Bungalow Raised,2025-04-11,3,86.7%,N/A,1350.0,30719.0,3.0,1.0,Detached,2 Storey,2024-11-28,50 (3.7%),6655 (21.7%),0.0,1.0,1,0,0,1,0.40,0.67
4759260,N/A,864.0,15936.0,3.0,1.0,Detached,1 Storey,2025-04-09,1,60.7%,N/A,625.0,68900.0,2.0,1.0,Detached,1 Storey,2025-03-21,239 (38.2%),52964 (76.9%),1.0,0.0,1,1,1,1,1.00,0.29
4759260,N/A,864.0,15936.0,3.0,1.0,Detached,1 Storey,2025-04-09,2,43.1%,N/A,1528.0,15900.0,2.0,1.5,Detached,1.5 Storey,2024-11-15,664 (43.4%),36 (0.2%),1.0,0.5,1,0,0,1,0.40,0.13
4759260,N/A,864.0,15936.0,3.0,1.0,Detached,1 Storey,2025-04-09,3,23.4%,N/A,1260.0,80150.0,3.0,1.5,Detached,1 Storey,2025-01-31,396 (31.4%),64214 (80.1%),0.0,0.5,1,1,1,1,1.00,0.20
4759498,N/A,1774.0,3137.0,3.0,3.5,Detached,2 Storey,2025-04-08,1,73.3%,N/A,2176.0,3465.0,4.0,3.0,Detached,2 Storey,2025-02-20,402 (18.5%),328 (9.5%),1.0,0.5,1,1,1,1,1.00,0.20
4759498,N/A,1774.0,3137.0,3.0,3.5,Detached,2 Storey,2025-04-08,2,66.3%,N/A,1572.0,3248.0,3.0,3.0,Detached,2 Storey,2025-03-06,202 (12.8%),111 (3.4%),0.0,0.5,1,1,1,1,1.00,0.33
4759498,N/A,1774.0,3137.0,3.0,3.5,Detached,2 Storey,2025-04-08,3,59.4%,N/A,1901.0,3640.0,3.0,3.0,Detached,2 Storey,2025-03-04,127 (6.7%),503 (13.8%),0.0,0.5,1,1,1,1,1.00,0.44
4759512,N/A,1795.0,6300.0,3.0,1.5,Detached,1.5 Storey,2025-04-09,1,71.7%,N/A,1685.0,4799.0,3.0,1.5,Detached,2 Storey,2025-05-08,110 (6.5%),1501 (31.3%),0.0,0.0,1,0,1,1,0.70,0.48
4759512,N/A,1795.0,6300.0,3.0,1.5,Detached,1.5 Storey,2025-04-09,2,10.4%,N/A,1920.0,5058.0,4.0,3.0,Detached,2 Storey,2025-03-25,125 (6.5%),1242 (24.6%),1.0,1.5,1,0,1,1,0.70,0.44
4759512,N/A,1795.0,6300.0,3.0,1.5,Detached,1.5 Storey,2025-04-09,3,10.0%,N/A,1423.0,5000.0,3.0,1.5,Detached,2 Storey,2025-04-10,372 (26.1%),1300 (26.0%),0.0,0.0,1,0,1,1,0.70,0.21
4759561,N/A,3137.0,14375.0,5.0,4.0,Duplex,2 Storey,2025-04-08,1,37.2%,N/A,1856.0,6500.0,3.0,1.5,Detached,2 Storey,2025-02-19,1281 (69.0%),7875 (121.1%),2.0,2.5,0,1,1,1,0.60,0.07
4759561,N/A,3137.0,14375.0,5.0,4.0,Duplex,2 Storey,2025-04-08,2,17.0%,N/A,600.0,6815.0,1.0,1.0,Detached,1 Storey,2025-01-17,2537 (422.1%),7560 (110.9%),4.0,3.0,0,0,1,1,0.30,0.04
4759561,N/A,3137.0,14375.0,5.0,4.0,Duplex,2 Storey,2025-04-08,3,14.8%,N/A,1853.0,6900.0,4.0,2.0,Detached,2 Storey,2025-04-23,1284 (69.3%),7475 (108.3%),1.0,2.0,0,1,1,1,0.60,0.07
4759562,N/A,1132.0,3500.0,3.0,1.5,Semi Detached,2 Storey,2025-04-08,1,68.5%,N/A,1243.0,3257.0,3.0,1.5,Semi Detached,2 Storey,2025-04-30,111 (8.9%),243 (7.5%),0.0,0.0,1,1,1,1,1.00,0.47
4759562,N/A,1132.0,3500.0,3.0,1.5,Semi Detached,2 Storey,2025-04-08,2,62.8%,N/A,1056.0,6323.0,3.0,2.5,Semi Detached,2 Storey,2025-04-28,76 (7.2%),2823 (44.6%),0.0,1.0,1,1,1,1,1.00,0.57
4759562,N/A,1132.0,3500.0,3.0,1.5,Semi Detached,2 Storey,2025-04-08,3,36.0%,N/A,1376.0,3765.0,4.0,2.5,Semi Detached,3 Storey,2025-04-29,244 (17.7%),265 (7.0%),1.0,1.0,1,0,1,1,0.70,0.29
4759604,N/A,1788.0,14232.0,3.0,1.5,Detached,2 Storey,2025-04-10,1,81.0%,N/A,1475.0,8100.0,3.0,1.5,Detached,2 Storey,2025-02-05,313 (21.2%),6132 (75.7%),0.0,0.0,1,1,1,1,1.00,0.24
4759604,N/A,1788.0,14232.0,3.0,1.5,Detached,2 Storey,2025-04-10,2,76.7%,N/A,1762.0,5733.0,4.0,1.5,Detached,2 Storey,2025-04-02,26 (1.5%),8499 (148.2%),1.0,0.0,1,1,1,1,1.00,0.79
4759604,N/A,1788.0,14232.0,3.0,1.5,Detached,2 Storey,2025-04-10,3,40.5%,N/A,1620.0,5000.0,4.0,2.0,Detached,2 Storey,2025-03-11,168 (10.4%),9232 (184.6%),1.0,0.5,1,1,1,1,1.00,0.37
4759846,N/A,1637.0,6000.0,3.0,1.5,Detached,Split Level,2025-04-14,1,63.6%,N/A,1510.0,5427.0,3.0,2.0,Detached,2 Storey,2025-04-21,127 (8.4%),573 (10.6%),0.0,0.5,1,0,1,1,0.70,0.44
4759846,N/A,1637.0,6000.0,3.0,1.5,Detached,Split Level,2025-04-14,2,41.0%,N/A,1854.0,5968.0,3.0,1.5,Detached,2 Storey,2025-03-28,217 (11.7%),32 (0.5%),0.0,0.0,1,0,1,1,0.70,0.32
4759846,N/A,1637.0,6000.0,3.0,1.5,Detached,Split Level,2025-04-14,3,31.1%,N/A,1269.0,5775.0,5.0,2.0,Detached,Split Level,2025-03-18,368 (29.0%),225 (3.9%),2.0,0.5,1,1,1,1,1.00,0.21
4764028,N/A,1822.0,911.0,3.0,2.5,Townhouse,3+ Storey,2025-04-16,1,2.1%,N/A,1965.0,1219.0,3.0,0.0,Townhouse,3 Storey,2025-02-25,143 (7.3%),308 (25.2%),0.0,2.5,1,0,1,1,0.70,0.41
4764028,N/A,1822.0,911.0,3.0,2.5,Townhouse,3+ Storey,2025-04-16,2,0.9%,N/A,2817.0,1980.0,5.0,3.0,Townhouse,3 Storey,2025-01-25,995 (35.3%),1069 (54.0%),2.0,0.5,1,0,1,1,0.70,0.09
4764028,N/A,1822.0,911.0,3.0,2.5,Townhouse,3+ Storey,2025-04-16,3,0.6%,N/A,2644.0,1980.0,5.0,0.0,Townhouse,3 Storey,2025-01-25,822 (31.1%),1069 (54.0%),2.0,2.5,1,0,1,1,0.70,0.11
4766326,N/A,1109.0,8398.0,3.0,1.0,Detached,Bungalow,2025-04-23,1,75.0%,N/A,1191.0,6600.0,2.0,2.0,Detached,Bungalow,2025-01-31,82 (6.9%),1798 (27.2%),1.0,1.0,1,1,1,1,1.00,0.55
4766326,N/A,1109.0,8398.0,3.0,1.0,Detached,Bungalow,2025-04-23,2,56.4%,N/A,1274.0,6600.0,2.0,0.0,Detached,Bungalow,2025-01-31,165 (12.9%),1798 (27.2%),1.0,1.0,1,1,1,1,1.00,0.38
4766326,N/A,1109.0,8398.0,3.0,1.0,Detached,Bungalow,2025-04-23,3,56.0%,N/A,1175.0,5500.0,3.0,2.0,Detached,Bungalow,2025-02-14,66 (5.6%),2898 (52.7%),0.0,1.0,1,1,1,1,1.00,0.60
4766430,N/A,1386.0,,3.0,1.5,Condominium,2 Storey,2025-04-23,1,61.1%,N/A,1070.0,,2.0,1.5,Condominium,2 Storey,2025-04-16,316 (29.5%),nan (nan%),1.0,0.0,1,1,1,1,1.00,0.24
4766430,N/A,1386.0,,3.0,1.5,Condominium,2 Storey,2025-04-23,2,18.2%,N/A,1386.0,,4.0,2.5,Condominium,2 Storey,2025-03-06,0 (0.0%),nan (nan%),1.0,1.0,1,1,1,1,1.00,1.00
4766430,N/A,1386.0,,3.0,1.5,Condominium,2 Storey,2025-04-23,3,8.6%,N/A,1681.0,,3.0,1.5,Condominium,2 Storey,2025-02-26,295 (17.5%),nan (nan%),0.0,0.0,1,1,1,1,1.00,0.25
4767066,N/A,522.0,,1.0,1.0,High Rise Apartment,1 Storey,2025-04-21,1,0.2%,N/A,524.0,,1.0,1.0,Condominium,,2025-01-24,2 (0.4%),nan (nan%),0.0,0.0,0,1,1,1,nan,0.98
4767066,N/A,522.0,,1.0,1.0,High Rise Apartment,1 Storey,2025-04-21,2,0.2%,N/A,601.0,,1.0,1.0,Condominium,,2025-04-16,79 (13.1%),nan (nan%),0.0,0.0,0,1,1,1,nan,0.56
4767066,N/A,522.0,,1.0,1.0,High Rise Apartment,1 Storey,2025-04-21,3,0.2%,N/A,597.0,,1.0,1.0,Condominium,,2025-02-05,75 (12.5%),nan (nan%),0.0,0.0,0,1,1,1,nan,0.57
4768014,N/A,1607.0,3253.0,3.0,3.5,Detached,2 Storey,2025-04-21,1,74.3%,N/A,1716.0,2346.0,3.0,4.0,Detached,2 Storey,2025-02-12,109 (6.3%),907 (38.6%),0.0,0.5,1,1,1,1,1.00,0.48
4768014,N/A,1607.0,3253.0,3.0,3.5,Detached,2 Storey,2025-04-21,2,48.4%,N/A,1651.0,4264.0,3.0,3.0,Detached,Bungalow,2025-02-05,44 (2.7%),1011 (23.7%),0.0,0.5,1,0,1,1,0.70,0.69
4768014,N/A,1607.0,3253.0,3.0,3.5,Detached,2 Storey,2025-04-21,3,45.7%,N/A,1646.0,2460.0,3.0,3.0,Detached,2 Storey,2025-01-30,39 (2.4%),793 (32.2%),0.0,0.5,1,1,1,1,1.00,0.72
4768037,N/A,2755.0,6452.0,7.0,2.0,Duplex,2 Storey,2025-04-21,1,9.0%,N/A,1300.0,6767.0,3.0,0.0,Detached,1.5 Storey,2025-03-25,1455 (111.8%),315 (4.7%),4.0,2.0,0,0,1,1,0.30,0.06
4768037,N/A,2755.0,6452.0,7.0,2.0,Duplex,2 Storey,2025-04-21,2,5.1%,N/A,3250.0,6534.0,6.0,0.0,Detached,2 Storey,2025-02-14,495 (15.2%),82 (1.3%),1.0,2.0,0,1,1,1,0.60,0.17
4768037,N/A,2755.0,6452.0,7.0,2.0,Duplex,2 Storey,2025-04-21,3,2.4%,N/A,1672.0,25675.0,3.0,0.0,Townhouse,2 Storey,2025-01-29,1083 (64.7%),19223 (74.9%),4.0,2.0,0,1,1,1,0.60,0.08
4763606,N/A,1634.0,,4.0,2.5,Townhouse,2 Storey,2025-04-17,1,41.1%,N/A,1450.0,2750.0,3.0,2.0,Townhouse,2 Storey,2025-03-07,184 (12.7%),nan (nan%),1.0,0.5,1,1,1,1,1.00,0.35
4763606,N/A,1634.0,,4.0,2.5,Townhouse,2 Storey,2025-04-17,2,2.0%,N/A,1500.0,,4.0,3.5,Townhouse,3 Storey,2025-04-14,134 (8.9%),nan (nan%),0.0,1.0,1,0,1,1,0.70,0.43
4763606,N/A,1634.0,,4.0,2.5,Townhouse,2 Storey,2025-04-17,3,1.7%,N/A,1200.0,,3.0,1.5,Townhouse,2 Storey,2025-02-14,434 (36.1%),nan (nan%),1.0,1.0,1,1,1,1,1.00,0.19
4763898,N/A,1170.0,7541.0,2.0,1.5,Detached,1.5 Storey,2025-04-23,1,94.4%,N/A,1215.0,10030.0,3.0,1.0,Detached,Bungalow,2025-01-31,45 (3.7%),2489 (24.8%),1.0,0.5,1,0,1,1,0.70,0.69
4763898,N/A,1170.0,7541.0,2.0,1.5,Detached,1.5 Storey,2025-04-23,2,50.1%,N/A,1288.0,10930.0,3.0,2.0,Detached,2 Storey,2025-04-15,118 (9.2%),3389 (31.0%),1.0,0.5,1,0,1,1,0.70,0.46
4763898,N/A,1170.0,7541.0,2.0,1.5,Detached,1.5 Storey,2025-04-23,3,41.3%,N/A,1225.0,7936.0,3.0,1.0,Detached,1 Storey,2025-04-15,55 (4.5%),395 (5.0%),1.0,0.5,1,0,1,1,0.70,0.65
4765154,N/A,1840.0,7007.0,4.0,2.5,Detached,Split Level,2025-04-22,1,63.1%,N/A,1750.0,4888.0,3.0,2.0,Detached,Split Level,2025-03-05,90 (5.1%),2119 (43.3%),1.0,0.5,1,1,1,1,1.00,0.53
4765154,N/A,1840.0,7007.0,4.0,2.5,Detached,Split Level,2025-04-22,2,8.1%,N/A,1721.0,5929.0,5.0,1.5,Detached,Split Level,2025-01-31,119 (6.9%),1078 (18.2%),1.0,1.0,1,1,1,1,1.00,0.46
4765154,N/A,1840.0,7007.0,4.0,2.5,Detached,Split Level,2025-04-22,3,3.2%,N/A,1900.0,5900.0,5.0,0.0,Detached,2 Storey,2025-03-25,60 (3.2%),1107 (18.8%),1.0,2.5,1,0,1,1,0.70,0.62
4765502,N/A,1845.0,10570.0,4.0,1.5,Detached,1.5 Storey,2025-04-22,1,78.3%,N/A,1379.0,5076.0,3.0,2.0,Detached,Bungalow,2024-12-14,466 (33.8%),5494 (108.2%),1.0,0.5,1,0,0,1,0.40,0.18
4765502,N/A,1845.0,10570.0,4.0,1.5,Detached,1.5 Storey,2025-04-22,2,6.8%,N/A,1325.0,,3.0,0.0,Detached,Split Level,2025-01-14,520 (39.2%),nan (nan%),1.0,1.5,1,0,0,1,0.40,0.16
4765502,N/A,1845.0,10570.0,4.0,1.5,Detached,1.5 Storey,2025-04-22,3,0.9%,N/A,1288.0,3256.0,3.0,0.0,Detached,Split Level,2025-03-31,557 (43.2%),7314 (224.6%),1.0,1.5,1,0,1,1,0.70,0.15
4765899,N/A,1488.0,3685.0,3.0,3.5,Detached,2 Storey,2025-04-16,1,95.1%,N/A,1807.0,4200.0,3.0,3.0,Detached,2 Storey,2025-02-24,319 (17.6%),515 (12.3%),0.0,0.5,1,1,1,1,1.00,0.24
4765899,N/A,1488.0,3685.0,3.0,3.5,Detached,2 Storey,2025-04-16,2,32.7%,N/A,1300.0,5550.0,2.0,3.0,Detached,Bungalow Raised,2025-02-20,188 (14.5%),1865 (33.6%),1.0,0.5,1,0,1,1,0.70,0.35
4765899,N/A,1488.0,3685.0,3.0,3.5,Detached,2 Storey,2025-04-16,3,13.7%,N/A,1439.0,3434.0,3.0,3.0,Detached,2 Storey,2025-02-07,49 (3.4%),251 (7.3%),0.0,0.5,1,1,1,1,1.00,0.67
4765948,N/A,2131.0,6864.0,3.0,3.5,Triplex,2 Storey,2025-04-24,1,8.3%,N/A,2750.0,6344.0,4.0,0.0,Detached,2 Storey,2025-03-11,619 (22.5%),520 (8.2%),1.0,3.5,0,1,1,1,0.60,0.14
4765948,N/A,2131.0,6864.0,3.0,3.5,Triplex,2 Storey,2025-04-24,2,0.7%,N/A,2777.0,13680.0,3.0,3.0,Detached,2 Storey,2025-03-05,646 (23.3%),6816 (49.8%),0.0,0.5,0,1,1,1,0.60,0.13
4765948,N/A,2131.0,6864.0,3.0,3.5,Triplex,2 Storey,2025-04-24,3,0.7%,N/A,2750.0,122.0,4.0,4.0,Detached,2 Storey,2025-03-11,619 (22.5%),6742 (5481.3%),1.0,0.5,0,1,1,1,0.60,0.14
4768126,N/A,1504.0,2899.0,3.0,2.5,Townhouse,2 Storey,2025-04-23,1,6.2%,N/A,,2772.0,3.0,0.0,Detached,2 Storey,2025-03-21,nan (nan%),127 (4.6%),0.0,2.5,0,1,1,1,0.60,nan
4768126,N/A,1504.0,2899.0,3.0,2.5,Townhouse,2 Storey,2025-04-23,2,4.8%,N/A,1696.0,1960.0,3.0,3.0,Townhouse,2 Storey,2025-02-10,192 (11.3%),939 (47.9%),0.0,0.5,1,1,1,1,1.00,0.34
4768126,N/A,1504.0,2899.0,3.0,2.5,Townhouse,2 Storey,2025-04-23,3,3.1%,N/A,2139.0,2646.0,5.0,0.0,Townhouse,2 Storey,2025-02-27,635 (29.7%),253 (9.6%),2.0,2.5,1,1,1,1,1.00,0.14
4768528,N/A,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,1,80.3%,N/A,1750.0,1960.0,3.0,3.0,Townhouse,2 Storey,2025-01-31,107 (6.1%),820 (41.8%),1.0,0.5,1,1,1,1,1.00,0.48
4768528,N/A,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,2,53.3%,N/A,1656.0,2420.0,3.0,3.0,Townhouse,2 Storey,2025-02-09,13 (0.8%),360 (14.9%),1.0,0.5,1,1,1,1,1.00,0.88
4768528,N/A,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,3,44.6%,N/A,1750.0,114.0,3.0,3.0,Townhouse,2 Storey,2025-03-11,107 (6.1%),2666 (2318.3%),1.0,0.5,1,1,1,1,1.00,0.48
