orderID,subj_gla,gla_clean,gla_diff,subj_lot_size,lot_size_clean,lot_size_diff,subj_bedrooms,bedrooms_clean,bedroom_diff,subj_bathrooms,bathrooms_clean,bathroom_diff,subj_room_count,room_count_clean,room_count_diff,subj_property_type,property_type_clean,same_property_type,subj_stories,stories_clean,same_storey_type,sale_date_clean,sold_recently_90,sold_recently_180
4777578,2061.0,2700.0,639.0,9450.792,8276.0,1174.7919999999995,3.0,3.0,0.0,3.5,3.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-25,1,1
4777578,2061.0,1917.0,144.0,9450.792,10018.0,567.2080000000005,3.0,3.0,0.0,3.5,3.5,0.0,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-17,1,1
4776534,3543.1,4180.0,636.9000000000001,7524.035999999999,9030.996,1506.96,3.0,5.0,2.0,3.5,3.5,0.0,8.0,9.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-30,1,1
4776534,3543.1,3436.47,106.63000000000011,7524.035999999999,10193.508,2669.4720000000007,3.0,3.0,0.0,3.5,2.5,1.0,8.0,10.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-31,1,1
4776534,3543.1,60.0,3483.1,7524.035999999999,8116.056,592.0200000000004,3.0,3.0,0.0,3.5,3.5,0.0,8.0,9.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-08,1,1
4776574,2352.0,2389.0,37.0,4768.0,3799.0,969.0,3.0,3.0,0.0,3.5,3.5,0.0,7.0,9.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-17,1,1
4776574,2352.0,2344.0,8.0,4768.0,5360.0,592.0,3.0,3.0,0.0,3.5,3.5,0.0,7.0,9.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-14,1,1
4776574,2352.0,2097.0,255.0,4768.0,3961.0,807.0,3.0,3.0,0.0,3.5,3.5,0.0,7.0,6.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-13,1,1
4777828,2385.0,2341.0,44.0,4919.0,5364.3216,445.3216000000002,,3.0,,,2.5,,,8.0,,,,,2 Storey,2 Storey,1.0,2025-04-28,1,1
4777828,2385.0,2432.0,47.0,4919.0,4683.9845000000005,235.01549999999952,,4.0,,,2.5,,,8.0,,,,,2 Storey,2 Storey,1.0,2025-02-07,1,1
4777828,2385.0,1916.0,469.0,4919.0,5255.7792,336.77919999999995,,3.0,,,2.5,,,6.0,,,,,2 Storey,2 Storey,1.0,2025-03-21,1,1
4778535,2002.104,2002.104,0.0,6243.12,6243.12,0.0,8.0,8.0,0.0,4.0,5.0,1.0,12.0,12.0,0.0,Fourplex,Fourplex,1.0,Bi-Level,Bi-Level,1.0,2025-04-12,1,1
4778535,2002.104,2098.98,96.87599999999998,6243.12,6243.12,0.0,8.0,7.0,1.0,4.0,4.0,0.0,12.0,11.0,1.0,Fourplex,Fourplex,1.0,Bi-Level,Bi-Level,1.0,2024-11-08,0,1
4778535,2002.104,1614.6,387.50400000000013,6243.12,7491.744,1248.6239999999998,8.0,8.0,0.0,4.0,4.0,0.0,12.0,12.0,0.0,Fourplex,Fourplex,1.0,Bi-Level,Bi-Level,1.0,2024-12-06,0,1
4778557,1290.0,1286.0,4.0,5791.0,4596.0,1195.0,2.0,2.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-04-16,1,1
