orderID,id,subject_address,subject_gla_clean,subject_bedrooms_clean,subject_bathrooms_clean,subject_room_count_clean,subject_lot_size_clean,subject_property_type_clean,subject_stories_clean,subject_effective_date_clean,candidate_address,candidate_gla_clean,candidate_bedrooms_clean,candidate_bathrooms_clean,candidate_room_count_clean,candidate_lot_size_clean,candidate_property_type_clean,candidate_stories_clean,candidate_close_date_clean,score,rank
4765502,154640,6997 Creek Line Pain Court ON N0P1Z0,1845.0,4.0,1.5,8.0,10570.0,Detached,1.5 Storey,2025-04-22,1 Dove Place ,1325.0,3.0,0.0,9.0,,Detached,Split Level,2025-01-14,-2.4561014,3.0
4765899,4181,1753 Reginald Bart Dr Kingston ON K7K0E9,1488.0,3.0,3.5,6.0,3685.0,Detached,2 Storey,2025-04-16,433 Maureen St,1586.0,3.0,3.0,10.0,3240.0,Detached,2 Storey,2025-02-02,3.0896237,1.0
4765899,77703,1753 Reginald Bart Dr Kingston ON K7K0E9,1488.0,3.0,3.5,6.0,3685.0,Detached,2 Storey,2025-04-16,8 RICHDALE Crt ,1439.0,3.0,3.0,8.0,3434.0,Detached,2 Storey,2025-02-07,3.0896237,2.0
4765899,77367,1753 Reginald Bart Dr Kingston ON K7K0E9,1488.0,3.0,3.5,6.0,3685.0,Detached,2 Storey,2025-04-16,572 Brooke Pl ,1750.0,3.0,4.0,11.0,2900.0,Detached,2 Storey,2025-02-13,3.0896237,3.0
4765948,77924,190 RIDEAU ST Kingston ON K7K3A3,2131.0,3.0,3.5,12.0,6864.0,Triplex,2 Storey,2025-04-24,3 Creighton St ,1300.0,3.0,2.0,6.0,4800.0,Detached,1.5 Storey,2025-02-03,2.325651,1.0
4765948,99365,190 RIDEAU ST Kingston ON K7K3A3,2131.0,3.0,3.5,12.0,6864.0,Triplex,2 Storey,2025-04-24,3 Creighton Street ,1300.0,3.0,0.0,6.0,4800.0,Detached,1.5 Storey,2025-02-03,2.325651,2.0
4765948,77548,190 RIDEAU ST Kingston ON K7K3A3,2131.0,3.0,3.5,12.0,6864.0,Triplex,2 Storey,2025-04-24,473 Nelson St ,1300.0,3.0,2.0,9.0,4000.0,Detached,1.5 Storey,2025-02-10,2.325651,3.0
4768126,77661,194 Calvington Ave Ottawa ON K2T0H9,1504.0,3.0,2.5,6.0,2899.0,Townhouse,2 Storey,2025-04-23,504 PAINE Ave ,1696.0,3.0,3.0,8.0,1960.0,Townhouse,2 Storey,2025-02-10,3.0896237,1.0
4768126,77192,194 Calvington Ave Ottawa ON K2T0H9,1504.0,3.0,2.5,6.0,2899.0,Townhouse,2 Storey,2025-04-23,550 Paine Ave ,1750.0,3.0,3.0,10.0,2450.0,Townhouse,2 Storey,2025-02-21,3.0896237,2.0
4768126,3285,194 Calvington Ave Ottawa ON K2T0H9,1504.0,3.0,2.5,6.0,2899.0,Townhouse,2 Storey,2025-04-23,7 Kinmount,1393.0,2.0,0.0,7.0,3045.0,Townhouse,Bungalow,2025-01-31,3.0002503,3.0
4768528,3316,710 Montrichard Rd Orléans ON K4A5R3,1643.0,4.0,2.5,7.0,2780.0,Townhouse,2 Storey,2025-04-24,2023 Boisfranc Circ,1750.0,3.0,3.0,7.0,1960.0,Townhouse,2 Storey,2025-01-31,3.0896237,1.0
4768528,77931,710 Montrichard Rd Orléans ON K4A5R3,1643.0,4.0,2.5,7.0,2780.0,Townhouse,2 Storey,2025-04-24,1067 Ballantyne Dr ,1500.0,3.0,2.0,3.0,3420.0,Townhouse,2 Storey,2025-02-01,3.0896237,2.0
4768528,77665,710 Montrichard Rd Orléans ON K4A5R3,1643.0,4.0,2.5,7.0,2780.0,Townhouse,2 Storey,2025-04-24,2043 Melette Cres ,1516.0,2.0,2.0,11.0,2090.0,Townhouse,2 Storey,2025-02-08,3.0896237,3.0
4769110,298695,5551 Sentinal Sq Halifax NS B3K4A8,1236.0,3.0,2.0,6.0,,Condominium,2 Storey,2025-04-29,Unit 2 5677 Stanley Street,1260.0,2.0,1.0,3.0,,Condominium,2 Storey,2025-01-30,-2.328637,1.0
4769110,298105,5551 Sentinal Sq Halifax NS B3K4A8,1236.0,3.0,2.0,6.0,,Condominium,2 Storey,2025-04-29,3524 John Parr Drive,1135.0,3.0,2.0,6.0,,Condominium,2 Storey,2025-03-07,-2.328637,2.0
4769110,299779,5551 Sentinal Sq Halifax NS B3K4A8,1236.0,3.0,2.0,6.0,,Condominium,2 Storey,2025-04-29,Unit 403 5524 Heatherwood Court,1220.0,2.0,2.0,5.0,,Condominium,,2025-04-28,-2.328637,3.0
4769269,258152,84339 Kent Line Brussels ON N0G1H0,1700.0,2.0,2.0,6.0,53143.2,Detached,Bungalow,2025-04-23,84337 Kent Line ,2015.0,5.0,3.0,16.0,52371.0,Detached,Bungalow,2025-03-31,3.0896237,1.0
4769269,126369,84339 Kent Line Brussels ON N0G1H0,1700.0,2.0,2.0,6.0,53143.2,Detached,Bungalow,2025-04-23,61 Mcdonald Drive ,1744.0,3.0,3.0,18.0,,Detached,2 Storey,2024-11-30,-2.328637,2.0
4769269,276366,84339 Kent Line Brussels ON N0G1H0,1700.0,2.0,2.0,6.0,53143.2,Detached,Bungalow,2025-04-23,320 Turnberry Street ,1550.0,3.0,2.0,9.0,,Detached,Bungalow,2025-04-24,-2.328637,3.0
4770115,147,224 Blackhorse Dr Kemptville ON K0G 1J0,1992.0,3.0,3.0,8.0,7059.0,Detached,Bungalow,2025-04-30,342 PINEHILL Rd,1626.0,4.0,3.0,14.0,6223.0,Detached,Bungalow,2025-01-22,3.0896237,1.0
4770115,3325,224 Blackhorse Dr Kemptville ON K0G 1J0,1992.0,3.0,3.0,8.0,7059.0,Detached,Bungalow,2025-04-30,339 Pinehill Rd,1522.0,2.0,3.0,5.0,8800.0,Detached,,2025-01-31,3.0896237,2.0
4770115,78663,224 Blackhorse Dr Kemptville ON K0G 1J0,1992.0,3.0,3.0,8.0,7059.0,Detached,Bungalow,2025-04-30,1054 DEPENCIER Dr ,2336.0,3.0,4.0,14.0,4410.0,Detached,2 Storey,2025-03-07,3.0896237,3.0
4770310,499,174 South St Gananoque ON K7G1A2,2242.0,3.0,2.5,8.0,6480.0,Detached,2 Storey,2025-04-30,254 NORTH St,1318.0,3.0,2.0,8.0,3600.0,Detached,2 Storey,2025-01-06,3.0896237,1.0
4770310,2825,174 South St Gananoque ON K7G1A2,2242.0,3.0,2.5,8.0,6480.0,Detached,2 Storey,2025-04-30,625 Queen St,1250.0,3.0,2.0,6.0,6632.93,Detached,2 Storey,2025-01-10,3.0896237,2.0
4770310,8,174 South St Gananoque ON K7G1A2,2242.0,3.0,2.5,8.0,6480.0,Detached,2 Storey,2025-04-30,160 Georgiana St,1395.0,2.0,2.0,9.0,7200.0,Detached,2 Storey,2025-01-28,3.0896237,3.0
4771097,279742,401 540 Talbot Pl Gananoque ON K7G3C6,758.0,2.0,1.0,5.0,,Condominium,1 Storey,2025-04-25,Hiscocks Road ,700.0,0.0,0.0,9.0,,,,2025-04-28,-2.328637,1.0
4771097,2862,401 540 Talbot Pl Gananoque ON K7G3C6,758.0,2.0,1.0,5.0,,Condominium,1 Storey,2025-04-25,Unit 210 - 129A SOUTH St,950.0,2.0,2.0,7.0,,Condominium,,2025-01-07,-2.3667285,2.0
4771097,144080,401 540 Talbot Pl Gananoque ON K7G3C6,758.0,2.0,1.0,5.0,,Condominium,1 Storey,2025-04-25,Unit 210 - 129A SOUTH Street ,950.0,2.0,0.0,7.0,,Condominium,,2025-01-07,-2.3667285,3.0
4771029,4705,120 CASTLEGROVE RD NE Calgary AB T3J1T5,2231.68,5.0,3.0,9.0,4477.824,Detached,2 Storey,2025-04-28,377 Martinwood Place NE ,1048.0,4.0,3.0,,3132.0,Detached,Split Level,2025-01-29,3.0896237,1.0
4771029,4575,120 CASTLEGROVE RD NE Calgary AB T3J1T5,2231.68,5.0,3.0,9.0,4477.824,Detached,2 Storey,2025-04-28,165 Martin Crossing Way ,804.0,4.0,2.0,9.0,3132.0,Detached,Bi-Level,2025-01-30,3.0896237,2.0
4771029,12347,120 CASTLEGROVE RD NE Calgary AB T3J1T5,2231.68,5.0,3.0,9.0,4477.824,Detached,2 Storey,2025-04-28,83 Falworth Court NE ,1105.0,4.0,2.0,6.0,4391.0,Detached,Bungalow,2025-01-30,3.0896237,3.0
4771641,10280,53 Lucas Place NW Calgary AB T3P2E2,2115.0,4.0,3.5,8.0,2744.8199999999997,Detached,3 Storey,2025-04-28,26 Lucas Place NW ,2340.0,5.0,2.5,18.0,3369.0,Detached,2 Storey,2025-01-28,3.0896237,1.0
4771641,68312,53 Lucas Place NW Calgary AB T3P2E2,2115.0,4.0,3.5,8.0,2744.8199999999997,Detached,3 Storey,2025-04-28,92 Howse Hill NE ,1825.0,3.0,2.5,9.0,3907.0,Detached,2 Storey,2025-01-29,3.0896237,2.0
4771641,98064,53 Lucas Place NW Calgary AB T3P2E2,2115.0,4.0,3.5,8.0,2744.8199999999997,Detached,3 Storey,2025-04-28,217 Lucas Crescent NW ,1848.0,3.0,2.5,9.0,3369.0,Detached,2 Storey,2025-01-30,3.0896237,3.0
4772017,4575,323 TARACOVE ESTATE DR NE Calgary AB T3J5A1,1149.0,3.0,2.0,6.0,3573.6479999999997,Detached,Bi-Level,2025-04-30,165 Martin Crossing Way ,804.0,4.0,2.0,9.0,3132.0,Detached,Bi-Level,2025-01-30,3.0896237,1.0
4772017,12347,323 TARACOVE ESTATE DR NE Calgary AB T3J5A1,1149.0,3.0,2.0,6.0,3573.6479999999997,Detached,Bi-Level,2025-04-30,83 Falworth Court NE ,1105.0,4.0,2.0,6.0,4391.0,Detached,Bungalow,2025-01-30,3.0896237,2.0
4772017,64304,323 TARACOVE ESTATE DR NE Calgary AB T3J5A1,1149.0,3.0,2.0,6.0,3573.6479999999997,Detached,Bi-Level,2025-04-30,126 Saddlemead Road NE ,1057.0,2.0,3.0,,3250.0,Detached,Split Level,2025-01-30,3.0896237,3.0
4772152,62512,9449 Hidden Valley Dr NW Calgary AB T3A5T1,1372.0,3.0,1.5,8.0,4101.084,Detached,2 Storey,2025-04-25,135 Hidden Way NW ,970.0,4.0,2.0,,3369.0,Detached,Bi-Level,2025-02-11,3.0896237,1.0
4772152,68341,9449 Hidden Valley Dr NW Calgary AB T3A5T1,1372.0,3.0,1.5,8.0,4101.084,Detached,2 Storey,2025-04-25,1044 Kincora Drive NW ,2072.0,4.0,2.5,15.0,4197.0,Detached,2 Storey,2025-02-13,3.0896237,2.0
4772152,62481,9449 Hidden Valley Dr NW Calgary AB T3A5T1,1372.0,3.0,1.5,8.0,4101.084,Detached,2 Storey,2025-04-25,71 Macewan Meadow Rise NW ,966.0,3.0,2.0,9.0,4004.0,Detached,Bi-Level,2025-02-16,3.0896237,3.0
4775892,99987,84 Carleton Pl Brampton ON L6T3Z4,1178.0,3.0,1.5,6.0,,Townhouse,2 Storey,2025-04-30,Unit 1101 - 17 Knightsbridge Road ,1300.0,3.0,0.0,6.0,,Condominium,,2025-02-10,-3.0926101,1.0
4775892,111878,84 Carleton Pl Brampton ON L6T3Z4,1178.0,3.0,1.5,6.0,,Townhouse,2 Storey,2025-04-30,Unit 157 - 475 Bramalea Road ,1300.0,3.0,0.0,7.0,,Condominium,3 Storey,2025-02-16,-3.0926101,2.0
4775892,118847,84 Carleton Pl Brampton ON L6T3Z4,1178.0,3.0,1.5,6.0,,Townhouse,2 Storey,2025-04-30,Unit 1203 - 22 Hanover Rd ,1100.0,2.0,0.0,2.0,,Condominium,,2025-02-19,-3.0926101,3.0
4776066,9416,299 Everoak Dr SW Calgary AB T2Y0A5,2203.0,3.0,2.5,9.0,3702.816,Detached,2 Storey,2025-04-30,8 Shawnee Way SW ,1750.0,4.0,3.0,17.0,6027.0,Detached,Bungalow,2025-01-30,3.0896237,1.0
4776066,4465,299 Everoak Dr SW Calgary AB T2Y0A5,2203.0,3.0,2.5,9.0,3702.816,Detached,2 Storey,2025-04-30,32 Millcrest Place SW ,1068.0,4.0,2.0,,2600.0,Detached,Bungalow,2025-01-31,3.0896237,2.0
4776066,4546,299 Everoak Dr SW Calgary AB T2Y0A5,2203.0,3.0,2.5,9.0,3702.816,Detached,2 Storey,2025-04-30,4 Millcrest Way SW ,1074.0,4.0,2.0,8.0,4348.0,Detached,Bungalow,2025-01-31,3.0896237,3.0
4773295,107844,52 Pyle Rd Lowbanks ON N0A1K0,1675.0,2.0,1.5,6.0,21780.0,Detached,1 Storey,2025-05-02,1584 North Shore Drive ,1032.0,3.0,1.0,7.0,23408.0,Detached,Bungalow,2025-02-27,3.0896237,1.0
4773295,258023,52 Pyle Rd Lowbanks ON N0A1K0,1675.0,2.0,1.5,6.0,21780.0,Detached,1 Storey,2025-05-02,84 Niece Road ,850.0,3.0,1.0,12.0,21783.0,Detached,Bungalow,2025-03-30,3.0896237,2.0
4773295,109974,52 Pyle Rd Lowbanks ON N0A1K0,1675.0,2.0,1.5,6.0,21780.0,Detached,1 Storey,2025-05-02,49 Villella Road ,888.0,2.0,1.0,6.0,12000.0,Detached,Bungalow,2024-12-09,-2.3667285,3.0
4775247,50248,12 Mcdougall St NW Langdon AB T0J1X2,1952.0,3.0,2.5,7.0,10021.284,Detached,2 Storey,2025-04-30,175 Hanson Drive NE ,2306.0,4.0,3.5,15.0,12196.0,Detached,2 Storey,2025-02-11,3.0896237,1.0
4775247,50259,12 Mcdougall St NW Langdon AB T0J1X2,1952.0,3.0,2.5,7.0,10021.284,Detached,2 Storey,2025-04-30,58 Hanson Drive NE ,2392.0,3.0,2.5,9.0,9147.0,Detached,2 Storey,2025-02-11,3.0896237,2.0
4775247,50224,12 Mcdougall St NW Langdon AB T0J1X2,1952.0,3.0,2.5,7.0,10021.284,Detached,2 Storey,2025-04-30,22 Hanson Way NE ,2058.0,3.0,2.5,7.0,11325.0,Detached,2 Storey,2025-02-15,3.0896237,3.0
4773534,268523,44041 Hendershot Rd Lowbanks ON N0A1K0,2773.0,4.0,2.5,8.0,217800.0,Detached,Split Level,2025-05-02,1002 Hutchinson Road ,2800.0,6.0,3.0,20.0,,Detached,Split Level,2025-04-11,-2.328637,1.0
4773534,283427,44041 Hendershot Rd Lowbanks ON N0A1K0,2773.0,4.0,2.5,8.0,217800.0,Detached,Split Level,2025-05-02,16 Marshagan Road ,2725.0,4.0,2.5,14.0,,Detached,1.5 Storey,2025-05-01,-2.328637,2.0
4773534,126304,44041 Hendershot Rd Lowbanks ON N0A1K0,2773.0,4.0,2.5,8.0,217800.0,Detached,Split Level,2025-05-02,44045 Highway 3 Highway ,2217.0,3.0,2.0,11.0,27756.0,Detached,1.5 Storey,2024-11-14,-2.3667285,3.0
4773833,147012,4315 CONCESSION RD 4 N/A S Amherstburg ON N9V2Y8,2304.0,4.0,2.0,10.0,23046.0,Detached,2 Storey,2025-04-30,25 Bratt Drive ,1197.0,5.0,2.0,10.0,4998.0,Detached,Bungalow Raised,2024-11-03,-2.3667285,1.0
4773833,126352,4315 CONCESSION RD 4 N/A S Amherstburg ON N9V2Y8,2304.0,4.0,2.0,10.0,23046.0,Detached,2 Storey,2025-04-30,12 Baker Cres ,2300.0,4.0,0.0,8.0,8763.0,Detached,Bungalow,2024-11-01,-2.4180098,2.0
4773833,146924,4315 CONCESSION RD 4 N/A S Amherstburg ON N9V2Y8,2304.0,4.0,2.0,10.0,23046.0,Detached,2 Storey,2025-04-30,165 Mediterranean Avenue ,1410.0,4.0,0.0,9.0,5292.0,Detached,Bungalow,2024-11-18,-2.4561014,3.0
4776648,77521,576 Chesham Pl Kingston ON K7M5T5,1050.0,4.0,2.0,5.0,10014.0,Detached,1 Storey,2025-05-01,494 Roosevelt Dr ,1300.0,3.0,2.0,7.0,6900.0,Detached,Bungalow Raised,2025-02-07,3.0896237,1.0
4776648,77328,576 Chesham Pl Kingston ON K7M5T5,1050.0,4.0,2.0,5.0,10014.0,Detached,1 Storey,2025-05-01,319 Meadowcrest Rd ,1145.0,3.0,2.0,6.0,7590.0,Detached,Bungalow,2025-02-14,3.0896237,2.0
4776648,77019,576 Chesham Pl Kingston ON K7M5T5,1050.0,4.0,2.0,5.0,10014.0,Detached,1 Storey,2025-05-01,616 Pimlico Pl ,1750.0,3.0,3.0,10.0,9000.0,Detached,Split Level,2025-02-18,3.0896237,3.0
4777578,50248,260 Boulder Creek Cres Langdon AB T0J 1X3,2061.0,3.0,3.5,9.0,9450.792,Detached,2 Storey,2025-05-01,175 Hanson Drive NE ,2306.0,4.0,3.5,15.0,12196.0,Detached,2 Storey,2025-02-11,3.0896237,1.0
4777578,50259,260 Boulder Creek Cres Langdon AB T0J 1X3,2061.0,3.0,3.5,9.0,9450.792,Detached,2 Storey,2025-05-01,58 Hanson Drive NE ,2392.0,3.0,2.5,9.0,9147.0,Detached,2 Storey,2025-02-11,3.0896237,2.0
